0.67608771,0.99428938,-0.45276178,-0.34769858,0.02660402,1.37982480,-0.30461789,-0.60923435,1.95686396,-0.11793779,1.40626878,1.02017813,-0.32074722,0.12172120,-0.43393456,-0.57185575,0.01460452,-0.07443073,0.08680996,2.80366019,1.88909910,-0.05690473,1.73569148,0.75677695,0.69412566,1.67234280,0.16122300,0.45857905,0.15732435,1.11935022,0.14250837,0.60533945,-0.32506898,-0.37202177,-0.28665009,-0.25685119,-0.41486986,-0.19165005,-0.32427635,1.40100454,-0.42087605,0.57119431,-0.35372493,0.21233045,0.69532151,-0.62334050,-0.40091726,-0.34038145,0.09975923,1.22405200,-0.53416333,-0.67412962,1.07827998,0.03564285,1.01499593,0.76732002,-0.34526450,0.59249698,0.40612730,0.57179887,0.46648599,-0.15632145,-0.57495399,0.73413869
1.29027122,1.36078898,-0.42516628,0.25116002,0.56545593,1.86001322,0.49155979,-0.12463001,1.28689534,0.12203553,-0.17398377,2.02450125,0.40192452,-0.02797808,1.01767642,-0.59019974,-0.32149829,0.59675854,-0.27629266,2.48300386,1.32908846,0.05543091,0.09653978,0.11632095,0.99261577,1.60128194,0.52878187,-0.13030361,-0.27623105,-0.31627009,0.35113791,1.27752078,-0.20921599,-0.55601916,-0.69177852,0.91783769,0.48833921,0.77160515,0.51145803,1.04401693,0.25121948,-0.06243383,-0.20925103,-0.21412362,1.75215357,0.17114465,-0.08374241,0.71776895,0.52913572,0.24144164,0.09445172,-0.79787950,0.69329407,-0.02883178,1.23260445,0.23446847,-0.39863261,-0.36741923,-0.31941635,1.10065534,-0.20318192,0.54362340,-0.44748918,1.69713069
0.85085881,1.78600401,-0.07528405,-0.39970381,1.60484898,0.55187304,0.09431757,-0.02774224,0.87998780,-0.41481763,1.16642020,1.59346596,0.53958587,0.08936735,-0.27951971,0.15683341,-1.14532203,0.93753973,0.90849474,2.46726738,0.28333296,0.97026648,0.48474332,-0.50947915,0.38508385,2.46596754,0.91525052,1.08441442,-0.18995147,0.64385583,-0.28474468,1.71377227,-0.22356315,0.54793468,-0.21129910,0.38077001,0.19176902,0.25756390,-0.98579973,0.22764511,-0.36993957,-0.03480194,0.39861261,-0.70346573,1.34754942,0.39573714,0.02428020,-0.39893414,0.26663234,1.82955173,-0.27438508,0.20251904,0.59017679,-0.57105247,0.85940881,0.82909407,0.08188450,-0.32624045,0.45320556,1.24340325,-0.07238431,0.48660573,-0.19079853,0.43472046
0.95884095,2.47147260,0.20855689,0.29988110,0.69115765,1.62048684,-0.25369966,0.26071934,0.37790203,-0.03452249,0.44380349,1.42931597,0.27412756,0.35598572,0.21084698,0.14492762,-0.47113040,2.01949686,-0.30915442,2.13916169,2.52177372,0.73124738,0.73290763,-0.30049851,0.38496038,1.65588656,0.69774163,0.52315953,0.08664481,-0.58962127,-1.12868500,1.53244048,-0.09045371,0.03562621,-0.35523370,0.32621600,-1.09858049,-0.20993133,-0.52827051,0.76367081,0.56112194,-0.17360382,0.74644795,0.50449668,0.35099160,-0.13710105,0.52917519,0.30467074,-0.28680050,1.32452956,-0.11348887,-0.20993777,0.64730801,-0.12442712,0.99760962,1.28422462,1.28716144,-0.44753576,-0.21227931,0.03312993,0.53032412,-0.23953508,0.22372807,0.28200507
0.27095723,0.55220503,0.34502639,0.55785996,0.36891614,1.66186634,-0.28044781,-0.02348901,3.02247239,-0.30705458,-0.58367877,1.01320167,0.29840951,-0.12279796,-0.16379514,-0.95637515,-0.67213621,0.60920610,0.01944708,1.98516115,1.46997817,0.40784002,1.10292802,0.53139415,1.32966599,1.53772371,0.18425441,-0.22219030,-0.69011566,-0.79977662,0.67198667,1.16997586,-0.40961389,-0.22650709,0.68924589,0.38128241,0.36433115,0.72730555,-0.15526231,1.60057958,0.50769881,-0.30063454,-0.15384733,-0.22988731,1.89446783,-0.49749959,0.06586826,0.47239681,-0.43607593,1.88168140,-0.00966678,0.44634326,0.39712332,-0.09287961,-0.28058942,1.32233681,-0.08470746,0.42281083,-0.62135329,-0.04749095,0.14951575,-0.27979459,0.44810699,1.18912080
0.11553261,1.47325387,-0.18752890,0.42757056,0.15452818,0.13520699,-0.02172698,-0.38826165,0.51037213,-0.10961031,-0.02858028,2.04144734,0.81046161,1.17112275,0.25292799,0.97906748,0.39630385,0.18742864,0.42695658,2.63060889,2.33067108,0.14409010,1.74166384,0.45992646,1.25539620,1.58105698,-0.04345226,-0.98009138,-0.00183897,0.56100555,-0.08373261,0.93376910,0.85003483,-0.43160332,0.47790882,0.15723664,0.34281746,0.47731190,0.08073594,0.34990338,0.24816670,0.05071484,-0.03855837,-0.14637813,0.46158657,0.13558932,-0.34669212,1.76750554,-0.96154285,1.98024175,0.35854401,0.39610653,1.14459382,0.01705128,1.14731014,0.57849313,-0.19227991,0.11633956,-0.41073545,0.71580949,0.90791938,-0.37941641,-0.04892241,0.13015943
1.01773287,0.44752977,0.24991843,0.92340166,0.25541113,1.43220706,0.38571847,-0.35552543,1.45681292,0.20938769,0.45583035,2.16009531,0.37840852,0.97588925,-0.21916960,0.04332501,0.01301236,-0.91127389,0.34223393,2.05360891,1.65334418,0.88592533,0.34451207,0.18842412,0.92492040,1.81319199,0.27932383,1.10064998,0.39140354,0.46200294,0.40598714,0.82761324,0.45447105,-0.81347194,0.44137234,0.90510757,0.15870980,-0.46940231,-0.43004452,1.06117193,-0.05378860,0.54421874,-0.12194092,-0.19569339,1.39277629,-1.14792954,-0.00158762,-0.14530387,-0.52169225,2.35975203,0.09696833,-0.02584195,0.66814476,0.16107411,1.01807501,0.44343325,-0.32524592,0.12227252,0.40789478,0.51483967,0.50551032,-0.06229547,-0.24594098,0.36531066
1.28537197,0.84023024,0.03038159,0.25215406,0.15117114,0.85446198,-0.10160555,-0.09321185,1.17395775,-0.51651729,0.26048824,1.13175805,-0.29853664,-0.64640404,0.22775006,-0.38401083,-0.96675486,0.59832143,-0.34309620,1.82506920,1.54308196,0.89174089,0.25159933,1.06334313,0.72010073,2.02717331,0.99214944,-0.30797943,0.29810229,0.48725492,0.38398005,2.28007391,0.04617272,0.87914658,0.89971696,0.11619033,0.53677102,-0.26330272,0.16896927,0.96140306,-0.54362582,-0.37468551,1.06963433,-0.49352852,1.46739058,0.40522034,-0.10348346,0.94968211,-0.07610135,1.46202739,-0.67442532,0.18975507,0.94464769,0.42591474,1.06308425,0.86574725,-0.35678815,0.33220512,0.70646326,0.89413281,1.12043395,-0.41143152,-0.61791425,1.06106066
-0.04011867,0.95456374,0.04200053,0.99817780,0.80474098,1.33242127,0.00156495,0.17137694,1.88133649,0.16700093,-0.04315690,1.38903690,0.21721202,0.36628812,-0.47556712,0.54518085,0.41939060,0.72214298,-0.31108269,2.64402754,0.58716527,0.07061050,0.09887652,0.84596147,1.42410392,1.47849769,0.37044541,-0.90905162,-0.26089646,0.77365785,-1.12341492,1.97309676,0.18419023,0.48948142,-0.23365203,0.15599016,0.14013856,-0.73500355,-0.21183652,-0.06117540,0.33053338,0.53501125,-0.86570770,-0.27084234,0.48046084,-0.40486613,0.48424809,-0.06517386,0.32324864,2.08715497,-0.68187802,-0.13356589,1.27860280,-0.44358054,1.56978459,1.09686856,-0.27885613,-0.43514923,-0.76333203,0.98667050,0.90931189,0.04160338,-0.52820703,0.22452557
0.04886354,1.85003256,-0.03951228,-0.38030302,0.40723290,1.57660069,-0.10785453,-0.75321285,0.80991629,0.47991696,1.06414702,0.94925022,0.35425000,-0.21959872,0.06344710,0.60713152,0.29364605,0.32935393,0.49648170,1.85546167,0.86483751,-0.79767772,1.47329711,1.12021761,0.83912528,1.36234663,-0.81983956,-0.27444419,0.13402274,-0.52689728,0.82964396,1.97435876,-0.15348484,0.31675027,0.01819138,1.00301715,-0.25339851,-0.21411282,0.04585635,1.71250434,-0.05621705,0.50570348,0.80828794,0.20428232,0.63995878,-0.42768701,-0.56079975,0.27766664,-0.44864019,2.15053508,0.00492433,0.25750575,2.35358076,-0.06029240,0.73949956,0.68943123,0.06930639,-0.71545746,-0.34473109,1.04813971,0.03556528,0.15407695,0.51947304,-0.03425689
